ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
RI,2020-09-13,111,111,0,0,0,0
VC,2020-09-13,388,388,0,0,0,0
AN,2020-09-14,1048,1048,0,0,0,0
AR,2020-09-14,355,355,0,0,0,0
AS,2020-09-14,91,91,0,0,0,0
CB,2020-09-14,82,82,0,0,0,0
CE,2020-09-14,12,12,0,0,0,0
CL,2020-09-14,660,659,0,0,1,0
CM,2020-09-14,737,737,0,0,0,0
CN,2020-09-14,167,166,0,1,0,0
CT,2020-09-14,1162,1159,0,1,1,1
EX,2020-09-14,244,243,0,1,0,0
GA,2020-09-14,214,214,0,0,0,0
IB,2020-09-14,183,182,1,0,0,0
MC,2020-09-14,559,559,0,0,0,0
MD,2020-09-14,3615,23,0,0,0,3592
ML,2020-09-14,21,21,0,0,0,0
NC,2020-09-14,356,356,0,0,0,0
PV,2020-09-14,584,530,0,54,0,0
RI,2020-09-14,110,110,0,0,0,0
VC,2020-09-14,542,542,0,0,0,0
AN,2020-09-15,1058,1057,0,1,0,0
AR,2020-09-15,361,361,0,0,0,0
AS,2020-09-15,91,91,0,0,0,0
CB,2020-09-15,106,106,0,0,0,0
CE,2020-09-15,10,10,0,0,0,0
CL,2020-09-15,843,842,0,0,1,0
CM,2020-09-15,796,793,0,1,2,0
CN,2020-09-15,183,182,0,1,0,0
CT,2020-09-15,1300,1291,0,0,8,1
EX,2020-09-15,220,220,0,0,0,0
GA,2020-09-15,229,229,0,0,0,0
IB,2020-09-15,215,215,0,0,0,0
MC,2020-09-15,514,514,0,0,0,0
MD,2020-09-15,4848,41,0,0,0,4807
ML,2020-09-15,11,11,0,0,0,0
NC,2020-09-15,322,322,0,0,0,0
PV,2020-09-15,637,578,0,59,0,0
RI,2020-09-15,131,131,0,0,0,0
VC,2020-09-15,486,486,0,0,0,0
AN,2020-09-16,1392,1390,0,2,0,0
AR,2020-09-16,350,350,0,0,0,0
AS,2020-09-16,76,76,0,0,0,0
CB,2020-09-16,84,84,0,0,0,0
CE,2020-09-16,7,7,0,0,0,0
CL,2020-09-16,778,774,0,2,2,0
CM,2020-09-16,835,835,0,0,0,0
CN,2020-09-16,152,152,0,0,0,0
CT,2020-09-16,1328,1324,0,0,4,0
EX,2020-09-16,285,285,0,0,0,0
GA,2020-09-16,255,255,0,0,0,0
IB,2020-09-16,200,200,0,0,0,0
MC,2020-09-16,463,462,0,0,1,0
MD,2020-09-16,4348,40,0,1,0,4307
ML,2020-09-16,9,9,0,0,0,0
NC,2020-09-16,327,327,0,0,0,0
PV,2020-09-16,545,471,0,74,0,0
RI,2020-09-16,137,137,0,0,0,0
VC,2020-09-16,529,529,0,0,0,0
AN,2020-09-17,1262,1259,0,3,0,0
AR,2020-09-17,414,414,0,0,0,0
AS,2020-09-17,105,105,0,0,0,0
CB,2020-09-17,73,73,0,0,0,0
CE,2020-09-17,10,10,0,0,0,0
CL,2020-09-17,815,811,0,2,2,0
CM,2020-09-17,815,814,0,1,0,0
CN,2020-09-17,169,169,0,0,0,0
CT,2020-09-17,1148,1141,0,0,4,3
EX,2020-09-17,268,268,0,0,0,0
GA,2020-09-17,253,253,0,0,0,0
IB,2020-09-17,171,171,0,0,0,0
MC,2020-09-17,448,448,0,0,0,0
MD,2020-09-17,4317,40,0,0,0,4277
ML,2020-09-17,12,12,0,0,0,0
NC,2020-09-17,296,296,0,0,0,0
PV,2020-09-17,442,391,0,51,0,0
RI,2020-09-17,113,113,0,0,0,0
VC,2020-09-17,475,475,0,0,0,0
AN,2020-09-18,1514,1509,0,5,0,0
AR,2020-09-18,353,353,0,0,0,0
AS,2020-09-18,86,86,0,0,0,0
CB,2020-09-18,69,69,0,0,0,0
CE,2020-09-18,19,19,0,0,0,0
CL,2020-09-18,892,890,0,1,1,0
CM,2020-09-18,858,857,0,1,0,0
CN,2020-09-18,187,186,0,1,0,0
CT,2020-09-18,1311,1303,0,0,8,0
EX,2020-09-18,316,316,0,0,0,0
GA,2020-09-18,220,220,0,0,0,0
IB,2020-09-18,141,141,0,0,0,0
MC,2020-09-18,493,493,0,0,0,0
MD,2020-09-18,6501,43,0,0,0,6458
ML,2020-09-18,10,10,0,0,0,0
NC,2020-09-18,327,327,0,0,0,0
PV,2020-09-18,371,325,0,46,0,0
RI,2020-09-18,80,80,0,0,0,0
VC,2020-09-18,460,460,0,0,0,0
AN,2020-09-19,1123,1121,0,2,0,0
AR,2020-09-19,351,351,0,0,0,0
AS,2020-09-19,72,72,0,0,0,0
CB,2020-09-19,67,67,0,0,0,0
CE,2020-09-19,11,11,0,0,0,0
CL,2020-09-19,715,713,0,1,1,0
CM,2020-09-19,682,681,0,1,0,0
CN,2020-09-19,177,177,0,0,0,0
CT,2020-09-19,777,772,0,1,3,1
EX,2020-09-19,208,208,0,0,0,0
GA,2020-09-19,262,262,0,0,0,0
IB,2020-09-19,124,124,0,0,0,0
MC,2020-09-19,453,452,0,0,0,1
MD,2020-09-19,2443,27,0,0,0,2416
ML,2020-09-19,26,26,0,0,0,0
NC,2020-09-19,226,226,0,0,0,0
PV,2020-09-19,426,365,0,61,0,0
RI,2020-09-19,70,70,0,0,0,0
VC,2020-09-19,400,400,0,0,0,0
AN,2020-09-20,807,804,0,3,0,0
AR,2020-09-20,231,231,0,0,0,0
AS,2020-09-20,80,80,0,0,0,0
CB,2020-09-20,65,65,0,0,0,0
CE,2020-09-20,9,9,0,0,0,0
CL,2020-09-20,660,657,0,3,0,0
CM,2020-09-20,513,512,0,1,0,0
CN,2020-09-20,147,147,0,0,0,0
CT,2020-09-20,725,721,0,0,2,2
EX,2020-09-20,204,202,0,1,1,0
GA,2020-09-20,213,213,0,0,0,0
IB,2020-09-20,109,109,0,0,0,0
MC,2020-09-20,313,313,0,0,0,0
MD,2020-09-20,2027,17,0,0,0,2010
ML,2020-09-20,22,22,0,0,0,0
NC,2020-09-20,290,290,0,0,0,0
PV,2020-09-20,538,468,0,70,0,0
RI,2020-09-20,95,95,0,0,0,0
VC,2020-09-20,336,336,0,0,0,0
AN,2020-09-21,1075,1069,0,6,0,0
AR,2020-09-21,350,350,0,0,0,0
AS,2020-09-21,81,81,0,0,0,0
CB,2020-09-21,64,64,0,0,0,0
CE,2020-09-21,20,20,0,0,0,0
CL,2020-09-21,655,650,0,5,0,0
CM,2020-09-21,633,631,0,2,0,0
CN,2020-09-21,242,242,0,0,0,0
CT,2020-09-21,1333,1310,0,0,23,0
EX,2020-09-21,206,206,0,0,0,0
GA,2020-09-21,233,233,0,0,0,0
IB,2020-09-21,128,127,0,1,0,0
MC,2020-09-21,468,467,0,0,0,1
MD,2020-09-21,3129,29,0,2,0,3098
ML,2020-09-21,33,33,0,0,0,0
NC,2020-09-21,375,375,0,0,0,0
PV,2020-09-21,430,372,0,58,0,0
RI,2020-09-21,80,80,0,0,0,0
VC,2020-09-21,442,442,0,0,0,0
AN,2020-09-22,1268,1256,0,12,0,0
AR,2020-09-22,325,325,0,0,0,0
AS,2020-09-22,128,128,0,0,0,0
CB,2020-09-22,70,70,0,0,0,0
CE,2020-09-22,21,21,0,0,0,0
CL,2020-09-22,737,727,0,8,2,0
CM,2020-09-22,733,731,0,2,0,0
CN,2020-09-22,172,172,0,0,0,0
CT,2020-09-22,1179,1174,0,0,4,1
EX,2020-09-22,203,202,0,1,0,0
GA,2020-09-22,249,249,0,0,0,0
IB,2020-09-22,116,115,0,1,0,0
MC,2020-09-22,478,478,0,0,0,0
MD,2020-09-22,5313,42,0,0,0,5271
ML,2020-09-22,44,44,0,0,0,0
NC,2020-09-22,356,356,0,0,0,0
PV,2020-09-22,471,414,0,57,0,0
RI,2020-09-22,82,82,0,0,0,0
VC,2020-09-22,489,488,0,1,0,0
AN,2020-09-23,1313,1301,0,12,0,0
AR,2020-09-23,300,300,0,0,0,0
AS,2020-09-23,99,99,0,0,0,0
CB,2020-09-23,52,52,0,0,0,0
CE,2020-09-23,14,14,0,0,0,0
CL,2020-09-23,810,806,0,4,0,0
CM,2020-09-23,752,750,0,2,0,0
CN,2020-09-23,128,126,0,2,0,0
CT,2020-09-23,1198,1190,0,0,8,0
EX,2020-09-23,200,200,0,0,0,0
GA,2020-09-23,196,196,0,0,0,0
IB,2020-09-23,104,104,0,0,0,0
MC,2020-09-23,426,425,0,0,0,1
MD,2020-09-23,4636,42,0,2,0,4592
ML,2020-09-23,32,32,0,0,0,0
NC,2020-09-23,320,320,0,0,0,0
PV,2020-09-23,544,485,0,59,0,0
RI,2020-09-23,101,100,0,1,0,0
VC,2020-09-23,459,457,0,2,0,0
AN,2020-09-24,1352,1324,0,28,0,0
AR,2020-09-24,359,359,0,0,0,0
AS,2020-09-24,93,93,0,0,0,0
CB,2020-09-24,39,39,0,0,0,0
CE,2020-09-24,18,17,0,0,1,0
CL,2020-09-24,869,863,0,6,0,0
CM,2020-09-24,707,706,0,1,0,0
CN,2020-09-24,166,166,0,0,0,0
CT,2020-09-24,907,905,0,0,2,0
EX,2020-09-24,276,275,0,1,0,0
GA,2020-09-24,217,217,0,0,0,0
IB,2020-09-24,100,100,0,0,0,0
MC,2020-09-24,581,578,0,3,0,0
MD,2020-09-24,4296,37,0,3,0,4256
ML,2020-09-24,36,36,0,0,0,0
NC,2020-09-24,263,263,0,0,0,0
PV,2020-09-24,406,360,0,46,0,0
RI,2020-09-24,110,110,0,0,0,0
VC,2020-09-24,427,427,0,0,0,0
AN,2020-09-25,1413,1371,0,42,0,0
AR,2020-09-25,343,343,0,0,0,0
AS,2020-09-25,93,93,0,0,0,0
CB,2020-09-25,60,60,0,0,0,0
CE,2020-09-25,21,21,0,0,0,0
CL,2020-09-25,837,836,0,0,1,0
CM,2020-09-25,722,718,0,4,0,0
CN,2020-09-25,157,154,0,3,0,0
CT,2020-09-25,1167,1165,0,0,2,0
EX,2020-09-25,178,178,0,0,0,0
GA,2020-09-25,182,182,0,0,0,0
IB,2020-09-25,107,107,0,0,0,0
MC,2020-09-25,433,431,0,1,1,0
MD,2020-09-25,4898,37,0,1,0,4860
ML,2020-09-25,33,33,0,0,0,0
NC,2020-09-25,325,325,0,0,0,0
PV,2020-09-25,359,307,0,52,0,0
RI,2020-09-25,79,79,0,0,0,0
VC,2020-09-25,439,438,0,1,0,0
AN,2020-09-26,1289,1271,0,18,0,0
AR,2020-09-26,310,310,0,0,0,0
AS,2020-09-26,75,75,0,0,0,0
CB,2020-09-26,26,26,0,0,0,0
CE,2020-09-26,25,25,0,0,0,0
CL,2020-09-26,594,591,0,2,1,0
CM,2020-09-26,576,574,0,2,0,0
CN,2020-09-26,163,162,0,1,0,0
CT,2020-09-26,727,726,0,0,1,0
EX,2020-09-26,146,145,0,1,0,0
GA,2020-09-26,174,174,0,0,0,0
IB,2020-09-26,87,86,0,1,0,0
MC,2020-09-26,387,386,0,1,0,0
MD,2020-09-26,2175,19,0,1,0,2155
ML,2020-09-26,26,26,0,0,0,0
NC,2020-09-26,264,264,0,0,0,0
PV,2020-09-26,461,394,0,67,0,0
RI,2020-09-26,60,60,0,0,0,0
VC,2020-09-26,365,365,0,0,0,0
AN,2020-09-27,787,769,0,18,0,0
AR,2020-09-27,298,298,0,0,0,0
AS,2020-09-27,72,72,0,0,0,0
CB,2020-09-27,43,43,0,0,0,0
CE,2020-09-27,14,14,0,0,0,0
CL,2020-09-27,391,387,0,3,1,0
CM,2020-09-27,436,434,0,2,0,0
CN,2020-09-27,148,146,0,2,0,0
CT,2020-09-27,663,661,0,1,1,0
EX,2020-09-27,121,120,0,1,0,0
GA,2020-09-27,165,165,0,0,0,0
IB,2020-09-27,77,77,0,0,0,0
MC,2020-09-27,351,351,0,0,0,0
MD,2020-09-27,1794,16,0,3,0,1775
ML,2020-09-27,33,33,0,0,0,0
NC,2020-09-27,240,239,0,1,0,0
PV,2020-09-27,443,371,0,72,0,0
RI,2020-09-27,81,81,0,0,0,0
VC,2020-09-27,264,264,0,0,0,0
AN,2020-09-28,962,909,0,53,0,0
AR,2020-09-28,330,330,0,0,0,0
AS,2020-09-28,87,87,0,0,0,0
CB,2020-09-28,53,53,0,0,0,0
CE,2020-09-28,31,31,0,0,0,0
CL,2020-09-28,623,612,0,9,2,0
CM,2020-09-28,595,591,0,4,0,0
CN,2020-09-28,142,142,0,0,0,0
CT,2020-09-28,1333,1328,0,0,4,1
EX,2020-09-28,133,132,0,1,0,0
GA,2020-09-28,190,190,0,0,0,0
IB,2020-09-28,81,80,0,1,0,0
MC,2020-09-28,390,388,0,2,0,0
MD,2020-09-28,2929,20,0,3,0,2906
ML,2020-09-28,32,32,0,0,0,0
NC,2020-09-28,347,346,0,1,0,0
PV,2020-09-28,467,413,0,54,0,0
RI,2020-09-28,94,94,0,0,0,0
VC,2020-09-28,435,435,0,0,0,0
AN,2020-09-29,1302,1237,0,65,0,0
AR,2020-09-29,352,352,0,0,0,0
AS,2020-09-29,91,91,0,0,0,0
CB,2020-09-29,52,52,0,0,0,0
CE,2020-09-29,20,20,0,0,0,0
CL,2020-09-29,828,821,0,7,0,0
CM,2020-09-29,507,500,0,7,0,0
CN,2020-09-29,158,157,0,1,0,0
CT,2020-09-29,1422,1418,0,1,3,0
EX,2020-09-29,168,165,0,3,0,0
GA,2020-09-29,178,178,0,0,0,0
IB,2020-09-29,79,78,0,1,0,0
MC,2020-09-29,384,384,0,0,0,0
MD,2020-09-29,3844,40,0,2,0,3802
ML,2020-09-29,36,36,0,0,0,0
NC,2020-09-29,294,293,0,1,0,0
PV,2020-09-29,465,422,0,43,0,0
RI,2020-09-29,76,76,0,0,0,0
VC,2020-09-29,412,411,0,1,0,0
AN,2020-09-30,1475,1376,0,99,0,0
AR,2020-09-30,303,303,0,0,0,0
AS,2020-09-30,103,103,0,0,0,0
CB,2020-09-30,43,43,0,0,0,0
CE,2020-09-30,13,13,0,0,0,0
CL,2020-09-30,806,793,0,11,2,0
CM,2020-09-30,652,641,0,11,0,0
CN,2020-09-30,149,147,0,2,0,0
CT,2020-09-30,1381,1377,0,0,3,1
EX,2020-09-30,166,165,0,0,0,1
GA,2020-09-30,208,208,0,0,0,0
IB,2020-09-30,54,54,0,0,0,0
MC,2020-09-30,443,441,0,2,0,0
MD,2020-09-30,3035,22,0,5,0,3008
ML,2020-09-30,42,42,0,0,0,0
NC,2020-09-30,273,271,0,2,0,0
PV,2020-09-30,384,319,0,65,0,0
RI,2020-09-30,86,85,0,1,0,0
VC,2020-09-30,469,468,0,1,0,0
AN,2020-10-01,1628,1529,0,99,0,0
AR,2020-10-01,368,365,0,3,0,0
AS,2020-10-01,97,97,0,0,0,0
CB,2020-10-01,67,67,0,0,0,0
CE,2020-10-01,24,22,0,2,0,0
CL,2020-10-01,927,902,0,22,3,0
CM,2020-10-01,619,604,0,12,3,0
CN,2020-10-01,165,164,0,1,0,0
CT,2020-10-01,1662,1654,0,1,6,1
EX,2020-10-01,193,193,0,0,0,0
GA,2020-10-01,255,255,0,0,0,0
IB,2020-10-01,174,174,0,0,0,0
MC,2020-10-01,398,392,0,6,0,0
MD,2020-10-01,2855,13,0,11,0,2831
ML,2020-10-01,39,39,0,0,0,0
NC,2020-10-01,325,321,0,4,0,0
PV,2020-10-01,327,288,0,39,0,0
RI,2020-10-01,82,82,0,0,0,0
VC,2020-10-01,486,473,0,13,0,0
AN,2020-10-02,1751,1579,0,172,0,0
AR,2020-10-02,408,408,0,0,0,0
AS,2020-10-02,104,104,0,0,0,0
CB,2020-10-02,41,41,0,0,0,0
CE,2020-10-02,23,22,0,1,0,0
CL,2020-10-02,892,875,0,16,1,0
CM,2020-10-02,624,597,0,26,1,0
CN,2020-10-02,154,151,0,3,0,0
CT,2020-10-02,1740,1723,0,0,16,1
EX,2020-10-02,190,183,0,5,1,1
GA,2020-10-02,220,219,0,1,0,0
IB,2020-10-02,152,150,2,0,0,0
MC,2020-10-02,413,408,0,5,0,0
MD,2020-10-02,3087,12,0,8,0,3067
ML,2020-10-02,38,37,0,1,0,0
NC,2020-10-02,260,260,0,0,0,0
PV,2020-10-02,381,346,0,35,0,0
RI,2020-10-02,71,71,0,0,0,0
VC,2020-10-02,470,469,0,1,0,0
AN,2020-10-03,1386,1275,0,111,0,0
AR,2020-10-03,336,336,0,0,0,0
AS,2020-10-03,71,71,0,0,0,0
CB,2020-10-03,43,43,0,0,0,0
CE,2020-10-03,17,17,0,0,0,0
CL,2020-10-03,567,541,0,26,0,0
CM,2020-10-03,488,467,0,21,0,0
CN,2020-10-03,128,127,0,1,0,0
CT,2020-10-03,1028,1005,0,0,22,1
EX,2020-10-03,138,137,0,1,0,0
GA,2020-10-03,224,224,0,0,0,0
IB,2020-10-03,132,132,0,0,0,0
MC,2020-10-03,387,381,0,6,0,0
MD,2020-10-03,1907,11,0,5,0,1891
ML,2020-10-03,36,35,0,1,0,0
NC,2020-10-03,290,283,0,7,0,0
PV,2020-10-03,455,391,0,64,0,0
RI,2020-10-03,76,76,0,0,0,0
VC,2020-10-03,428,426,0,2,0,0
AN,2020-10-04,1111,1011,0,100,0,0
AR,2020-10-04,335,334,0,1,0,0
AS,2020-10-04,92,92,0,0,0,0
CB,2020-10-04,37,37,0,0,0,0
CE,2020-10-04,17,17,0,0,0,0
CL,2020-10-04,790,755,0,35,0,0
CM,2020-10-04,392,369,0,23,0,0
CN,2020-10-04,92,91,0,1,0,0
CT,2020-10-04,920,910,0,0,10,0
EX,2020-10-04,138,134,0,2,1,1
GA,2020-10-04,267,267,0,0,0,0
IB,2020-10-04,91,91,0,0,0,0
MC,2020-10-04,368,366,0,2,0,0
MD,2020-10-04,1568,6,0,13,0,1549
ML,2020-10-04,36,35,0,1,0,0
NC,2020-10-04,321,317,0,4,0,0
PV,2020-10-04,492,433,0,59,0,0
RI,2020-10-04,70,70,0,0,0,0
VC,2020-10-04,388,385,0,3,0,0
AN,2020-10-05,1584,1368,0,216,0,0
AR,2020-10-05,421,420,0,1,0,0
AS,2020-10-05,112,112,0,0,0,0
CB,2020-10-05,37,37,0,0,0,0
CE,2020-10-05,29,29,0,0,0,0
CL,2020-10-05,1073,1009,0,62,2,0
CM,2020-10-05,618,588,0,29,1,0
CN,2020-10-05,123,119,0,4,0,0
CT,2020-10-05,1872,1867,0,0,4,1
EX,2020-10-05,184,179,1,4,0,0
GA,2020-10-05,323,323,0,0,0,0
IB,2020-10-05,116,116,0,0,0,0
MC,2020-10-05,451,439,0,11,0,1
MD,2020-10-05,2640,13,0,11,0,2616
ML,2020-10-05,55,54,0,1,0,0
NC,2020-10-05,428,415,0,13,0,0
PV,2020-10-05,491,444,0,47,0,0
RI,2020-10-05,81,80,0,1,0,0
VC,2020-10-05,603,600,0,3,0,0
AN,2020-10-06,2067,1731,0,336,0,0
AR,2020-10-06,494,492,0,2,0,0
AS,2020-10-06,203,203,0,0,0,0
CB,2020-10-06,59,59,0,0,0,0
CE,2020-10-06,20,20,0,0,0,0
CL,2020-10-06,1155,1087,0,67,1,0
CM,2020-10-06,668,616,0,52,0,0
CN,2020-10-06,118,117,0,1,0,0
CT,2020-10-06,2093,2084,0,0,9,0
EX,2020-10-06,216,213,0,3,0,0
GA,2020-10-06,426,426,0,0,0,0
IB,2020-10-06,118,117,0,1,0,0
MC,2020-10-06,461,450,0,10,0,1
MD,2020-10-06,2739,8,0,7,0,2724
ML,2020-10-06,42,41,0,1,0,0
NC,2020-10-06,401,388,0,13,0,0
PV,2020-10-06,638,573,0,65,0,0
RI,2020-10-06,137,136,0,1,0,0
VC,2020-10-06,661,649,0,12,0,0
AN,2020-10-07,2108,1748,0,360,0,0
AR,2020-10-07,524,518,0,6,0,0
AS,2020-10-07,291,291,0,0,0,0
CB,2020-10-07,55,55,0,0,0,0
CE,2020-10-07,24,23,0,1,0,0
CL,2020-10-07,1027,974,0,53,0,0
CM,2020-10-07,631,576,0,55,0,0
CN,2020-10-07,128,127,0,1,0,0
CT,2020-10-07,2125,2119,0,0,6,0
EX,2020-10-07,204,202,0,2,0,0
GA,2020-10-07,306,305,0,1,0,0
IB,2020-10-07,104,104,0,0,0,0
MC,2020-10-07,486,475,0,10,0,1
MD,2020-10-07,2545,6,0,9,0,2530
ML,2020-10-07,47,47,0,0,0,0
NC,2020-10-07,485,475,0,10,0,0
PV,2020-10-07,604,544,0,60,0,0
RI,2020-10-07,112,110,0,2,0,0
VC,2020-10-07,603,598,0,5,0,0
AN,2020-10-08,2335,1989,0,346,0,0
AR,2020-10-08,491,490,0,1,0,0
AS,2020-10-08,201,201,0,0,0,0
CB,2020-10-08,47,47,0,0,0,0
CE,2020-10-08,34,34,0,0,0,0
CL,2020-10-08,922,874,0,47,1,0
CM,2020-10-08,650,588,0,62,0,0
CN,2020-10-08,136,133,0,3,0,0
CT,2020-10-08,2519,2507,0,0,9,3
EX,2020-10-08,225,217,0,7,0,1
GA,2020-10-08,341,340,0,1,0,0
IB,2020-10-08,106,103,0,3,0,0
MC,2020-10-08,418,402,0,16,0,0
MD,2020-10-08,2419,14,0,11,0,2394
ML,2020-10-08,61,56,0,5,0,0
NC,2020-10-08,453,443,0,10,0,0
PV,2020-10-08,439,382,0,57,0,0
RI,2020-10-08,104,103,0,1,0,0
VC,2020-10-08,711,705,0,6,0,0
AN,2020-10-09,2505,1994,0,511,0,0
AR,2020-10-09,552,549,0,3,0,0
AS,2020-10-09,178,178,0,0,0,0
CB,2020-10-09,62,62,0,0,0,0
CE,2020-10-09,24,24,0,0,0,0
CL,2020-10-09,904,873,0,29,2,0
CM,2020-10-09,734,655,0,79,0,0
CN,2020-10-09,130,127,0,3,0,0
CT,2020-10-09,2819,2810,0,0,9,0
EX,2020-10-09,231,223,0,8,0,0
GA,2020-10-09,330,330,0,0,0,0
IB,2020-10-09,111,110,0,1,0,0
MC,2020-10-09,497,479,0,13,0,5
MD,2020-10-09,2504,19,0,11,0,2474
ML,2020-10-09,48,47,0,1,0,0
NC,2020-10-09,516,501,0,15,0,0
PV,2020-10-09,589,535,0,54,0,0
RI,2020-10-09,124,121,0,3,0,0
VC,2020-10-09,642,639,0,3,0,0
AN,2020-10-10,2002,1654,0,348,0,0
AR,2020-10-10,512,510,0,2,0,0
AS,2020-10-10,186,186,0,0,0,0
CB,2020-10-10,79,79,0,0,0,0
CE,2020-10-10,30,30,0,0,0,0
CL,2020-10-10,966,914,0,50,2,0
CM,2020-10-10,593,532,0,61,0,0
CN,2020-10-10,125,123,0,2,0,0
CT,2020-10-10,1895,1893,0,0,2,0
EX,2020-10-10,221,215,0,6,0,0
GA,2020-10-10,300,300,0,0,0,0
IB,2020-10-10,100,99,0,1,0,0
MC,2020-10-10,409,393,0,16,0,0
MD,2020-10-10,1784,10,0,7,0,1767
ML,2020-10-10,58,56,0,2,0,0
NC,2020-10-10,515,504,0,11,0,0
PV,2020-10-10,484,426,0,58,0,0
RI,2020-10-10,108,105,0,3,0,0
VC,2020-10-10,586,576,0,10,0,0
AN,2020-10-11,1348,1044,0,304,0,0
AR,2020-10-11,426,426,0,0,0,0
AS,2020-10-11,189,189,0,0,0,0
CB,2020-10-11,72,72,0,0,0,0
CE,2020-10-11,22,22,0,0,0,0
CL,2020-10-11,674,599,0,75,0,0
CM,2020-10-11,430,374,0,55,1,0
CN,2020-10-11,101,99,0,2,0,0
CT,2020-10-11,1449,1448,0,0,1,0
EX,2020-10-11,186,183,1,2,0,0
GA,2020-10-11,274,271,0,2,1,0
IB,2020-10-11,95,95,0,0,0,0
MC,2020-10-11,406,393,0,11,0,2
MD,2020-10-11,1496,8,0,14,0,1474
ML,2020-10-11,42,41,0,1,0,0
NC,2020-10-11,503,493,0,10,0,0
PV,2020-10-11,705,653,0,52,0,0
RI,2020-10-11,110,105,0,5,0,0
VC,2020-10-11,500,488,0,12,0,0
AN,2020-10-12,1429,1069,0,360,0,0
AR,2020-10-12,457,452,0,5,0,0
AS,2020-10-12,198,198,0,0,0,0
CB,2020-10-12,73,73,0,0,0,0
CE,2020-10-12,20,18,0,2,0,0
CL,2020-10-12,1008,934,0,73,1,0
CM,2020-10-12,515,461,0,54,0,0
CN,2020-10-12,99,97,0,2,0,0
CT,2020-10-12,1912,1910,0,0,1,1
EX,2020-10-12,189,179,1,9,0,0
GA,2020-10-12,357,356,0,1,0,0
IB,2020-10-12,137,136,1,0,0,0
MC,2020-10-12,501,469,0,31,1,0
MD,2020-10-12,1821,7,0,6,0,1808
ML,2020-10-12,72,69,0,3,0,0
NC,2020-10-12,519,504,0,15,0,0
PV,2020-10-12,876,808,0,68,0,0
RI,2020-10-12,139,131,0,8,0,0
VC,2020-10-12,693,685,0,8,0,0
AN,2020-10-13,2194,1532,0,662,0,0
AR,2020-10-13,600,598,0,2,0,0
AS,2020-10-13,213,213,0,0,0,0
CB,2020-10-13,90,90,0,0,0,0
CE,2020-10-13,35,35,0,0,0,0
CL,2020-10-13,1180,1042,0,134,4,0
CM,2020-10-13,734,620,0,114,0,0
CN,2020-10-13,105,103,0,2,0,0
CT,2020-10-13,3026,3016,0,0,6,4
EX,2020-10-13,218,208,0,10,0,0
GA,2020-10-13,358,357,0,1,0,0
IB,2020-10-13,134,134,0,0,0,0
MC,2020-10-13,534,490,0,43,0,1
MD,2020-10-13,2447,19,0,7,0,2421
ML,2020-10-13,66,65,0,1,0,0
NC,2020-10-13,540,526,0,14,0,0
PV,2020-10-13,948,848,0,100,0,0
RI,2020-10-13,154,150,0,4,0,0
VC,2020-10-13,794,779,0,15,0,0
AN,2020-10-14,3112,2339,0,773,0,0
AR,2020-10-14,749,746,0,3,0,0
AS,2020-10-14,277,277,0,0,0,0
CB,2020-10-14,126,126,0,0,0,0
CE,2020-10-14,45,45,0,0,0,0
CL,2020-10-14,1235,1164,0,71,0,0
CM,2020-10-14,779,675,0,104,0,0
CN,2020-10-14,107,105,0,2,0,0
CT,2020-10-14,3428,3412,0,1,13,2
EX,2020-10-14,307,290,2,15,0,0
GA,2020-10-14,414,414,0,0,0,0
IB,2020-10-14,183,181,2,0,0,0
MC,2020-10-14,620,579,0,38,0,3
MD,2020-10-14,2255,12,0,10,0,2233
ML,2020-10-14,71,67,0,4,0,0
NC,2020-10-14,568,537,0,31,0,0
PV,2020-10-14,841,740,0,101,0,0
RI,2020-10-14,146,137,0,9,0,0
VC,2020-10-14,1039,1024,0,15,0,0
AN,2020-10-15,3330,2525,0,805,0,0
AR,2020-10-15,766,756,0,10,0,0
AS,2020-10-15,259,259,0,0,0,0
CB,2020-10-15,90,90,0,0,0,0
CE,2020-10-15,43,42,0,1,0,0
CL,2020-10-15,1190,1097,0,92,1,0
CM,2020-10-15,838,721,0,117,0,0
CN,2020-10-15,111,108,0,3,0,0
CT,2020-10-15,3663,3644,0,1,13,5
EX,2020-10-15,299,286,1,12,0,0
GA,2020-10-15,401,398,0,3,0,0
IB,2020-10-15,135,135,0,0,0,0
MC,2020-10-15,565,523,0,40,0,2
MD,2020-10-15,2205,6,0,14,0,2185
ML,2020-10-15,81,76,0,5,0,0
NC,2020-10-15,494,473,0,21,0,0
PV,2020-10-15,762,694,0,68,0,0
RI,2020-10-15,168,156,0,12,0,0
VC,2020-10-15,1003,978,0,25,0,0
AN,2020-10-16,3459,2627,0,832,0,0
AR,2020-10-16,812,805,0,7,0,0
AS,2020-10-16,208,208,0,0,0,0
CB,2020-10-16,112,112,0,0,0,0
CE,2020-10-16,40,38,0,2,0,0
CL,2020-10-16,1327,1186,0,136,5,0
CM,2020-10-16,814,670,0,144,0,0
CN,2020-10-16,147,144,0,3,0,0
CT,2020-10-16,3937,3920,0,0,10,7
EX,2020-10-16,324,297,1,26,0,0
GA,2020-10-16,424,422,0,1,1,0
IB,2020-10-16,113,112,0,1,0,0
MC,2020-10-16,640,577,1,62,0,0
